Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",2/2/2024,10450,Offices,Wool Hall,Wool Hall 12 St Thomas Street Redcliff Bristol BS1 6JJ,12,St Thomas Street,Bristol,BS1 6JJ,Central,359137,172752,Freehold,,Land and Building(s),1057.61,0.044,,Investment Properties
"Bristol, City of",2/2/2024,6527,Industrial/Workshop,Little Ann Street Trading Estate,Little Ann Street Trading Estate Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359862,173549,Freehold,,Land and Building(s),2578.87,0.380228,,Investment Properties
"Bristol, City of",2/2/2024,6533,Store/Depot/Warehouse,Nova Aluminium Systems,Nova Aluminium Systems Pennywell Road St Judes Bristol BS2 0DY,,,,BS2 0DY,Lawrence Hill,359900,173500,Freehold,,Land and Building(s),0,0.2096,,Investment Properties
"Bristol, City of",2/2/2024,8453,Petrol Station/Garage-Commercial,Units 1-2 Russell Town Avenue ,Units 1-2 Russell Town Avenue  Russell Town Avenue  Redfield Bristol BS5 9LU,,Russell Town Avenue,Bristol,BS5 9LU,Easton,360968,173498,Freehold,,Land and Building(s),0,0.1906,,Investment Properties
"Bristol, City of",2/2/2024,115869,Library,Broadwalk Shopping Centre - Knowle Library,Broadwalk Shopping Centre - Knowle Library 1st Floor Accommodation Broad Walk Bristol BS4 2QU,,Broad Walk,Bristol,BS4 2QU,Knowle,360612,170756,Leasehold,,Building(s) only,329,0.04312,Yes,Direct Service
"Bristol, City of",2/2/2024,8342,Museum,The Red Lodge,The Red Lodge Park Row Clifton Bristol BS1 5LJ,,Park Row,Bristol,BS1 5LJ,Central,358436,173112,Freehold,,Land and Building(s),761,0.127941,Yes,Direct Service
"Bristol, City of",2/2/2024,8344,Club/Cinema/Theatre,Red Lodge - The - Part Of,Red Lodge - The - Part Of Park Row Clifton Bristol BS1 5LJ,,Park Row,Bristol,BS1 5LJ,Central,358436,173112,Freehold,,Land and Building(s),,0.048555,,Investment Properties
"Bristol, City of",2/2/2024,9278,Industrial/Workshop,York Street Nursery Units,York Street Nursery Units 1-4 York Street St Werburghs Bristol BS2 9XT,,,,BS2 9XT,Ashley,359994,174689,Freehold,,Land and Building(s),0,0.1925,,Investment Properties
"Bristol, City of",2/2/2024,9270,Sports Building/Hall/Facility,Bristol Bowling Club,Bristol Bowling Club Duckmoor Road Ashton Bristol BS3 2BS,,Duckmoor Road,Bristol,BS3 2BS,Bedminster,357122,171412,Freehold,,Land only,0,0.329141,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,9276,Offices,York House,York House Bond Street City Centre Bristol BS1 3LQ,,Bond Street,Bristol,BS1 3LQ,Ashley,359212,173580,Freehold,,Land and Building(s),0,0.208438,,Investment Properties
"Bristol, City of",2/2/2024,9277,Industrial/Workshop,2-8 York Street,2-8 York Street St Werburghs Bristol BS2 9XT,2,York Street,Bristol,BS2 9XT,Ashley,360064,174708,Freehold,,Land and Building(s),146,0.065126,,Investment Properties
"Bristol, City of",2/2/2024,566,Transfer Station,Great Western Refuse Transfer Station,Great Western Refuse Transfer Station George Jones Road Barton Hill Bristol BS2 0QS,,,,BS2 0QS,Lawrence Hill,360365,173099,Leasehold,,Land and Building(s),1739.1,1.416058,Yes,Direct Service
"Bristol, City of",2/2/2024,6476,Cafe/Restaurant,Mud Dock Cafe And Cycle Works,Mud Dock Cafe And Cycle Works 40 The Grove City Centre Bristol BS1 4RB,40,The Grove,Bristol,BS1 4RB,Central,358712,172428,Freehold,,Land and Building(s),3600,0.047913,,Investment Properties
"Bristol, City of",2/2/2024,6478,Offices,Potstop - 42 The Grove,Potstop - 42 The Grove City Centre Bristol BS1 4RB,42,The Grove,Bristol,BS1 4RB,Central,358694,172432,Freehold,,Land and Building(s),42.4,0.0049,,Investment Properties
"Bristol, City of",2/2/2024,6479,Offices,44 The Grove,44 The Grove City Centre Bristol BS1 4RB,44,The Grove,Bristol,BS1 4RB,Central,358675,172433,Freehold,,Land and Building(s),56.3,0.0062,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,8836,Land-Car/Lorry Park,College Street Public Car Park,College Street Public Car Park College Street City Centre Bristol BS1 5UY,,College Street,Bristol,BS1 5UY,Hotwells & Harbourside,358192,172758,Freehold,,Land only,,0.410257,Yes,Direct Service
"Bristol, City of",2/2/2024,7074,Store/Depot/Warehouse,St Gabriels Road - Land At,,,,,BS5 ,Lawrence Hill,,,Freehold,Vacant,Land only,399.3,0.043281,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,9005,Industrial/Workshop,9 Orange Street - Premises At,9 Orange Street - Premises At St Pauls Bristol BS2 9HG,9,Orange Street,Bristol,BS2 9HG,Ashley,359565,173671,Freehold,,Land and Building(s),,0,,Investment Properties
"Bristol, City of",2/2/2024,9006,Offices,1-2 Orchard Court,1-2 Orchard Court Orchard Lane City Centre Bristol BS1 5DS,,Orchard Lane,Bristol,BS1 5DS,Central,358478,172908,Freehold Reversion,,Land and Building(s),0,0.189725,,Investment Properties
"Bristol, City of",2/2/2024,8936,Offices,35-38 High Street,35-38 High Street City Centre Bristol BS1 2AW,35,High Street,Bristol,BS1 2AW,Central,358929,172974,Freehold,,Land and Building(s),,0.02976,,Investment Properties
"Bristol, City of",2/2/2024,8937,Store/Depot/Warehouse,Market Gate,,,,,BS1 ,Central,,,Freehold,Vacant,Land and Building(s),490,0.02976,,Investment Properties
"Bristol, City of",2/2/2024,8938,Public House,Rummer Public House - Part Of,Rummer Public House - Part Of 39-40 High Street City Centre Bristol BS1 2AT,39,High Street,Bristol,BS1 2AT,Central,358913,173002,Freehold,,Land and Building(s),630.84,0.0164,,Investment Properties
"Bristol, City of",2/2/2024,8941,Shop/Kiosk,49 High Street,49 High Street City Centre Bristol BS1 2AZ,49,High Street,Bristol,BS1 2AZ,Central,358891,173041,Freehold,,Land and Building(s),0,0.002328,,Investment Properties
"Bristol, City of",2/2/2024,9457,Store/Depot/Warehouse,Unit 4 Albion Dockside Estate,Unit 4 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,,,BS1 6UT,Hotwells & Harbourside,357695,172253,Freehold,,Land and Building(s),108.9,0.017516,,Investment Properties
"Bristol, City of",2/2/2024,9458,Store/Depot/Warehouse,Unit 9 Albion Dockside Estate,Unit 9 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Hotwells & Harbourside,357695,172253,Freehold,,Land and Building(s),101.2,0.01822,,Investment Properties
"Bristol, City of",2/2/2024,9220,Offices,The Waterfront,The Waterfront Welsh Back City Centre Bristol BS1 4SB,,Welsh Back,Bristol,BS1 4SB,Central,358924,172595,Freehold,,Land and Building(s),0,0.073515,,Investment Properties
"Bristol, City of",2/2/2024,9222,Cafe/Restaurant,The Granary,The Granary 51 Queen Charlotte Street City Centre Bristol BS1 4HQ,51,Queen Charlotte Street,Bristol,BS1 4HQ,Central,358885,172672,Freehold Reversion,,Land and Building(s),,0.03875,,Investment Properties
"Bristol, City of",2/2/2024,8947,Community Centre/Facilities,Easton Community Centre,Easton Community Centre Kilburn Street Easton Bristol BS5 6AW,,Kilburn Street,Bristol,BS5 6AW,Easton,361003,173795,Freehold,,Land and Building(s),1060.73,0.084555,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,8307,Shop/Kiosk,107 St Georges Road,107 St Georges Road City Centre Bristol BS1 5UW,107,St Georges Road,Bristol,BS1 5UW,Hotwells & Harbourside,357952,172625,Freehold,,Land and Building(s),111.1,0.0131,,Investment Properties
"Bristol, City of",2/2/2024,8308,Shop/Kiosk,109 St Georges Road,109 St Georges Road City Centre Bristol BS1 5UW,109,St Georges Road,Bristol,BS1 5UW,Hotwells & Harbourside,357946,172625,Freehold,,Land and Building(s),122.3,0.0133,,Investment Properties
"Bristol, City of",2/2/2024,8309,Shop/Kiosk,111-115 St Georges Road,111-115 St Georges Road City Centre Bristol BS1 5UW,111,St Georges Road,Bristol,BS1 5UW,Hotwells & Harbourside,357937,172627,Freehold,,Land and Building(s),0,0.0285,,Investment Properties
"Bristol, City of",2/2/2024,10295,Store/Depot/Warehouse,26 Vale Lane,26 Vale Lane Vale Lane Trading Estate Bedminster Bristol BS3 5SA,,Vale Lane,Bristol,BS3 5SA,Bishopsworth,357973,169899,Freehold,,Land and Building(s),16500,0.499753,,Investment Properties
"Bristol, City of",2/2/2024,10296,Store/Depot/Warehouse,28 Vale Lane,28 Vale Lane Bristol BS3 5RU,28,Vale Lane,Bristol,BS3 5RU,Bishopsworth,357989,169857,Freehold,,Land and Building(s),1500,0.36789,,Investment Properties
"Bristol, City of",2/2/2024,10297,Store/Depot/Warehouse,30 Vale Lane,30 Vale Lane Bedminster Bristol BS3 5RU,30,Vale Lane,Bristol,BS3 5RU,Bishopsworth,357956,169822,Freehold,,Land and Building(s),,0.472194,,Investment Properties
"Bristol, City of",2/2/2024,10298,Land-Open Store/Yard,Vale Lane - Builders Yard At,Vale Lane - Builders Yard At 14 Vale Lane Bedminster Bristol BS3 5RU,,Vale Lane,Bristol,BS3 5RU,Bishopsworth,357891,169999,Freehold,,Land only,,0.650956,,Investment Properties
"Bristol, City of",2/2/2024,10299,Land-Industrial,Vale Lane - Land At,Vale Lane - Land At Vale Lane Bedminster Bristol BS3 5RU,,,,BS3 5RU,Bishopsworth,357954,169790,Freehold,,Land only,,0.235775,,Investment Properties
"Bristol, City of",2/2/2024,10301,Store/Depot/Warehouse,77 Hartcliffe Way,77 Hartcliffe Way Bedminster Bristol BS3 5SB,,,,BS3 5SB,Filwood,358184,169923,Freehold,,Land and Building(s),2300,1.184537,,Investment Properties
"Bristol, City of",2/2/2024,10302,Petrol Station/Garage-Commercial,Hartcliffe Way - Garage At,Hartcliffe Way - Garage At Hartcliffe Way Bedminster Bristol BS3 5RH,,Hartcliffe Way,Bristol,BS3 5RH,Bishopsworth,358051,170161,Freehold,,Land and Building(s),140,0.1233,,Investment Properties
"Bristol, City of",2/2/2024,6939,Shop/Kiosk,The Haymarket - 2-28 And The Horsefair - 1-27,The Haymarket - 2-28 And The Horsefair - 1-27 City Centre Bristol BS1 3LS,,The Horsefair,Bristol,BS1 3LS,Central,359018,173417,Freehold,,Land and Building(s),0,0.361598,,Investment Properties
"Bristol, City of",2/2/2024,8896,Land-Car/Lorry Park,Maritime Heritage Centre Public Car Park,Maritime Heritage Centre Public Car Park Gas Ferry Road Harbourside Bristol,,Gas Ferry Road,Bristol,BS1 6JL,Hotwells & Harbourside,357936,172296,Freehold,,Land only,,0.763612,Yes,Direct Service
"Bristol, City of",2/2/2024,8824,Land-Residential,Ropewalk House - Land Adjacent,Ropewalk House - Land Adjacent River Street St Judes Bristol,,River Street,Bristol,BS2 9EG,Lawrence Hill,359672,173423,Freehold,,Land only,,0.089758,Yes,Direct Service
"Bristol, City of",2/2/2024,8907,Shop/Kiosk,Rumbles Cafe,Rumbles Cafe Grove Avenue City Centre Bristol BS1 4QY,,Grove Avenue,Bristol,BS1 4QY,Central,358752,172462,Freehold,,Land and Building(s),110,0.009597,,Investment Properties
"Bristol, City of",2/2/2024,3922,Hotel/Guest House,The Victoria Square Hotel,The Victoria Square Hotel 30 Victoria Square  Clifton  Bristol  BS8 4EW,29,Victoria Square,Bristol,BS8 4EW,Clifton,357328,173083,Freehold,,Land and Building(s),729,0.108021,,Investment Properties
"Bristol, City of",2/2/2024,6584,Shop/Kiosk,4 Jacobs Wells Road,4 Jacobs Wells Road Clifton Bristol BS8 1EA,4,Jacobs Wells Road,Bristol,BS8 1EA,Hotwells & Harbourside,357871,172637,Freehold,,Land and Building(s),103.5,0.005393,,Investment Properties
"Bristol, City of",2/2/2024,6586,Shop/Kiosk,8 Jacobs Wells Road - Ground Floor Shop,8 Jacobs Wells Road - Ground Floor Shop Clifton Bristol BS8 1EA,8,Jacobs Wells Road,Bristol,BS8 1EA,Hotwells & Harbourside,357869,172647,Freehold,,Land and Building(s),92.9,0.005054,,Investment Properties
"Bristol, City of",2/2/2024,10303,Store/Depot/Warehouse,81 Hartcliffe Way,81 Hartcliffe Way Bedminster Bristol BS3 5SB,,,,BS3 5SB,Filwood,358160,169863,Freehold,,Land and Building(s),2300,0.661733,,Investment Properties
"Bristol, City of",2/2/2024,10304,Petrol Station/Garage-Commercial,Vale Lane - Premises At,Vale Lane - Premises At Bedminster Bristol BS3 5RU,,Hartcliffe Way,Bristol,BS3 5RU,Bishopsworth,358054,169813,Freehold,,Land and Building(s),,0.1254,,Investment Properties
"Bristol, City of",2/2/2024,10305,Petrol Station/Garage-Commercial,12 Vale Lane,12 Vale Lane Bedminster Bristol BS3 5RU,12,Vale Lane,Bristol,BS3 5RU,Bishopsworth,358020,169997,Freehold,,Land and Building(s),1100,0.594936,,Investment Properties
"Bristol, City of",2/2/2024,10308,Land-Industrial,Vale Lane Trading Estate - Land At,Vale Lane Trading Estate - Land At Vale Lane Bedminster Bristol BS3 5NU,,,,BS3 5NU,Bishopsworth,357873,169886,Freehold,,Land only,,1.785456,,Investment Properties
"Bristol, City of",2/2/2024,138909,Offices,Former Kelston Gears Site,Former Kelston Gears Site Hawkfield Business Park Hengrove Bristol BS14 0BD,,,,BS14 0BD,Hengrove & Whitchurch Park,358851,168076,Freehold,,Land and Building(s),9419.78,3.826576,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,8377,Land-Industrial,Houlton Street - Land At,Houlton Street - Land At Houlton Street St Pauls Bristol BS2 9DA,,Wellington Road,Bristol,BS2 9DA,Lawrence Hill,359720,173634,Freehold,,Land only,,0.704161,,Investment Properties
"Bristol, City of",2/2/2024,8386,Scout/Guide Building Land,227th Bristol Scout Group,227th Bristol Scout Group Eastfield Terrace Westbury-on-Trym Bristol BS9 4BW,,Eastfield Terrace,Bristol,BS9 4BW,Westbury-on-Trym & Henleaze,357844,177045,Freehold,,Land only,,0.149197,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,9459,Store/Depot/Warehouse,Units 7-8 Albion Dockside Estate,Units 7-8 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6TZ,,Hanover Place,Bristol,BS1 6TZ,Hotwells & Harbourside,357687,172251,Freehold,,Land and Building(s),217.8,0.035185,,Investment Properties
"Bristol, City of",2/2/2024,9460,Industrial/Workshop,Units 1-2 Albion Dockside Estate,Units 1-2 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,,,BS1 6UT,Hotwells & Harbourside,357695,172253,Freehold,,Land and Building(s),168.8,0.028732,,Investment Properties
"Bristol, City of",2/2/2024,6517,Offices,Bridge House,Bridge House 48-52 Baldwin Street City Centre Bristol BS1 1QB,48,Baldwin Street,Bristol,BS1 1QB,Central,358873,172859,Freehold,,Land and Building(s),0,0.119545,,Investment Properties
"Bristol, City of",2/2/2024,6519,Cafe/Restaurant,45-47 Baldwin Street,45-47 Baldwin Street City Centre Bristol BS1 1RA,45,Baldwin Street,Bristol,BS1 1RA,Central,358839,172905,Freehold,,Land and Building(s),145,0.0131,,Investment Properties
"Bristol, City of",2/2/2024,6520,Shop/Kiosk,Adam And Eve Hairdressing Salon,Adam And Eve Hairdressing Salon 49 Baldwin Street City Centre Bristol BS1 1RA,49,Baldwin Street,Bristol,BS1 1RA,Central,358846,172907,Freehold,,Land and Building(s),77.2,0.0065,,Investment Properties
"Bristol, City of",2/2/2024,6522,Cafe/Restaurant,Doc Peppers,Doc Peppers 53-55 Baldwin Street City Centre Bristol BS1 1RA,,,,BS1 1RA,Central,358859,172911,Freehold,,Land and Building(s),107.6,0.0119,,Investment Properties
"Bristol, City of",2/2/2024,6523,Shop/Kiosk,Neptunes Larder,Neptunes Larder 57 Baldwin Street City Centre Bristol BS1 1RA,57,Baldwin Street,Bristol,BS1 1RA,Central,358864,172911,Freehold,,Land and Building(s),50.5,0.0063,,Investment Properties
"Bristol, City of",2/2/2024,8875,Offices,Freeling House - Premises At,,,,,BS1 ,Central,,,Freehold,Vacant,Land and Building(s),107.4,0.018367,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,8877,Shop/Kiosk,Unit 3 Freeling House,Unit 3 Freeling House Redcliff Cafe Prewett Street Redcliff Bristol BS1 6RE,,Prewett Street,Bristol,BS1 6RE,Central,359120,172194,Freehold,,Land and Building(s),60.5,0.0096,,Investment Properties
"Bristol, City of",2/2/2024,8878,Shop/Kiosk,Unit 4 Freeling House,Unit 4 Freeling House Prewett Street Redcliff Bristol BS1 6RE,,Prewett Street,Bristol,BS1 6RE,Central,359126,172193,Freehold,,Land and Building(s),60.5,0.0094,,Investment Properties
"Bristol, City of",2/2/2024,8880,Shop/Kiosk,Units 5/6/6a Freeling House,Units 5/6/6a Freeling House Prewett Street Redcliff Bristol BS1 6RE,,,,BS1 6RE,Central,359136,172189,Freehold,,Land and Building(s),110,0.017052,,Investment Properties
"Bristol, City of",2/2/2024,8840,Public House,The Pump House,The Pump House Merchants Road Hotwells Bristol BS8 4PZ,,Merchants Road,Bristol,BS8 4PZ,Hotwells & Harbourside,357163,172335,Freehold,,Land and Building(s),471.92,0.122071,,Investment Properties
"Bristol, City of",2/2/2024,8196,Land-Playingfield/Playground/Sports,Knowle Sports Ground,Knowle Sports Ground Broad Walk/Wells Road Knowle Bristol BS4 2QN,,,,BS4 2QN,Knowle,360673,170609,Freehold,,Land only,550,2.418524,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,9551,Offices,51a Vincent Close,51a Vincent Close Lawrence Weston Bristol BS11 0UA,51,Vincent Close,Bristol,BS11 0UA,Avonmouth & Lawrence Weston,355288,178575,Freehold,,Land and Building(s),,0.032232,Yes,Direct Service
"Bristol, City of",2/2/2024,138627,Land-Offices,Former Defra Office (Part Retained),Former Defra Office (Part Retained) Burghill Road Westbury On Trym Bristol  BS10 6NH,,,,BS10 6NH,Southmead,357606,178243,Freehold,,Land only,,4.028673,,Investment Properties
"Bristol, City of",2/2/2024,8851,Shop/Kiosk,1-11 Fairfax Street And 15-18 Nelson Street,1-11 Fairfax Street And 15-18 Nelson Street City Centre Bristol BS1 3DD,1,Fairfax Street,Bristol,BS1 3DD,Central,358934,173235,Freehold,,Land and Building(s),0,0.141423,,Investment Properties
"Bristol, City of",2/2/2024,8854,Offices,48 Fairfax Street,48 Fairfax Street City Centre Bristol BS1 3BL,48,Fairfax Street,Bristol,BS1 3BL,Central,359019,173159,Freehold,,Land and Building(s),0,0.0268,,Investment Properties
"Bristol, City of",2/2/2024,8208,Land-Allotments-Statutory,Ashley Down Allotments,Ashley Down Allotments Station Road Ashley Down Bristol BS7 9ZZ,,Muller Road,Bristol,BS7 9ZZ,Bishopston & Ashley Down,359958,175915,Freehold,,Land only,,2.587847,Yes,Community
"Bristol, City of",2/2/2024,7627,Sports Building/Hall/Facility,Former Bishopsworth Pool,Former Bishopsworth Pool Whitchurch Road Bishopsworth Bristol BS13 7RW,,Whitchurch Road,Bristol,BS13 7RW,Bishopsworth,357181,168728,Freehold,,Land and Building(s),943,0.100606,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,8152,Land-Car/Lorry Park,The Coach House Car Park,,,,,BS5 ,Easton,,,Freehold,Vacant,Land only,,0.0429,,Investment Properties
"Bristol, City of",2/2/2024,9462,Store/Depot/Warehouse,Units 5-6 Albion Dockside Estate,Units 5-6 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Hotwells & Harbourside,357687,172251,Freehold,,Land and Building(s),217.8,0.033481,,Investment Properties
"Bristol, City of",2/2/2024,6786,Sports Building/Hall/Facility,Whitchurch Sports Centre,,,,,BS14 ,Hengrove & Whitchurch Park,,,Freehold,Vacant,Land and Building(s),4977.3,1.466137,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,6787,Land-Playingfield/Playground/Sports,Whitchurch Sports Stadium And Athletics Track,Whitchurch Sports Stadium And Athletics Track Bamfield Whitchurch Bristol BS14 0XA,,Bamfield,Bristol,BS14 0XA,Hengrove & Whitchurch Park,359949,168188,Freehold,,Land only,,3.889557,Yes,Direct Service
"Bristol, City of",2/2/2024,6788,Sports Building/Hall/Facility,Whitchurch Sports Ground - Athletics Club Premises,Whitchurch Sports Ground - Athletics Club Premises Bamfield Whitchurch Bristol BS14 0XA,,Bamfield,Bristol,BS14 0XA,Hengrove & Whitchurch Park,359948,168185,Freehold,,Land and Building(s),,0.005571,,Indirect Service / Non-Investment Letting(s)
