Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",25/01/2016,73,Primary School,Oasis Academy Bank Leaze,Oasis Academy Bank Leaze Corbet Close Lawrence Weston Bristol BS11 0SN,,Corbet Close,Bristol,BS11 0SN,Kingsweston,354962,178941,Freehold,,Building,,4.068326,,Land and Buildings
"Bristol, City of",25/01/2016,78,Secondary School,St Bedes Catholic College,St Bedes Catholic College Long Cross Lawrence Weston Bristol BS11 0SU,,Long Cross,Bristol,BS11 0SU,Kingsweston,354530,178645,Education Acts Agt,,Building,7249,2.447097,,Land and Buildings
"Bristol, City of",25/01/2016,82,Special School,Bristol Gateway Special School ,Bristol Gateway Special School  Stile Acres Lawrence Weston Bristol BS11 0QA,,Stile Acres,Bristol,BS11 0QA,Kingsweston,354556,178454,Freehold,,Building,2634.8,1.264695,Yes,Land and Buildings
"Bristol, City of",25/01/2016,83,Training/Community/Further Education,Tree Tops,,,,,BS11 ,Kingsweston,,,Freehold,Vacant,Building,490,0.257523,,Land and Buildings
"Bristol, City of",25/01/2016,91,Day Centre,Bellbrook Short Break Unit,Bellbrook Short Break Unit 67A Saltmarsh Drive Lawrence Weston Bristol BS11 0NL,67,Saltmarsh Drive,Bristol,BS11 0NL,Kingsweston,354206,178386,Freehold,,Building,400.7,0.0864,Yes,Land and Buildings
"Bristol, City of",25/01/2016,92,Rehabilitation Unit/ICC Service,North Bristol Rehabilitation Centre,North Bristol Rehabilitation Centre 20 Ellsworth Road Henbury Bristol BS10 7EH,20,Ellsworth Road,Bristol,BS10 7EH,Henbury,356950,178848,Freehold,,Building,1612.6,0.5382,Yes,Land and Buildings
"Bristol, City of",25/01/2016,94,Primary School,Blaise Primary School,Blaise Primary School Crow Lane Henbury Bristol BS10 7EJ,,Clavell Road,Bristol,BS10 7EJ,Henbury,356779,178895,Freehold,,Building,2881.8,3.484007,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10,Offices,Toll House - Feeder Canal,Toll House - Feeder Canal Netham Lock Lockmaster Netham Road Redfield Bristol BS5 9PQ,,Netham Road,Bristol,BS5 9PQ,Easton,361586,172719,Freehold,,Building,,0.003549,Yes,Land and Buildings
"Bristol, City of",25/01/2016,544,Community Centre/Facilities,Bristol Central And East ACRO - Former,Bristol Central And East ACRO - Former 5 Russell Town Avenue Moorfields Bristol BS5 9LT,5,Russell Town Avenue,Bristol,BS5 9LT,Easton,360964,173592,Freehold,,Building,470.9,0.1459,,Land and Buildings
"Bristol, City of",25/01/2016,546,Primary School,Easton Church Of England VA Primary School - School Buildings,Easton Church Of England VA Primary School - School Buildings Beaufort Street Easton Bristol BS5 0SQ,,Beaufort Street,Bristol,BS5 0SQ,Lawrence Hill,360278,173612,Education Acts Agt,,Building,3069.86,0.974482,,Land and Buildings
"Bristol, City of",25/01/2016,547,House/Houses,Easton CE Primary School House,Easton CE Primary School House Beaufort Street Easton Bristol BS5 0SQ,,Beaufort Street,Bristol,BS5 0SQ,Lawrence Hill,360289,173670,Education Acts Agt,,Building,,0.025926,,Land and Buildings
"Bristol, City of",25/01/2016,551,Primary School,St Nicholas Of Tolentine RC VA Primary School - School Buildings ,St Nicholas Of Tolentine RC VA Primary School - School Buildings  Pennywell Road  Lawfords Gate  Bristol  BS5 0TJ,,Pennywell Road,Bristol,BS5 0TJ,Lawrence Hill,360027,173588,Education Acts Agt,,Building,,0.36412,,Land and Buildings
"Bristol, City of",25/01/2016,557,Land-Community Development,Barton Hill Settlement - Part Of,Barton Hill Settlement - Part Of 43 Ducie Road Barton Hill Bristol BS5 0AX,41,Ducie Road,Bristol,BS5 0AX,Lawrence Hill,360932,173182,Freehold,,Land,,0.216485,,Land and Buildings
"Bristol, City of",25/01/2016,561,Childrens Centre,Cashmore Early Years Centre,Cashmore Early Years Centre Cashmore House Bright Street Barton Hill Bristol BS5 9PN,,Bright Street,Bristol,BS5 9PR,Lawrence Hill,360937,173255,Leasehold,,Building,203,,Yes,Land and Buildings
"Bristol, City of",25/01/2016,565,Offices,Bristol East Side Traders Building,Bristol East Side Traders Building Trinity Road St Philips Bristol BS2 0NT,,Trinity Road,Bristol,BS2 0NW,Lawrence Hill,360052,173477,Freehold,,Building,,0.084,,Land and Buildings
"Bristol, City of",25/01/2016,567,Civic Amenity Site,Household Waste Recycling Centre,Household Waste Recycling Centre George Jones Road Barton Hill Bristol BS2 0QS,,George Jones Road,Bristol,BS2 0QS,Lawrence Hill,360355,173057,Leasehold,,Building,17.1,0.478314,Yes,Land and Buildings
"Bristol, City of",25/01/2016,568,Land-Community Development,Whitehall Road - Land At (Scout Premises),Whitehall Road - Land At (Scout Premises) Redfield Bristol,,Whitehall Road,Bristol,BS5 7BG,St George West,361740,173944,Freehold,,Land,,0.0321,,Land and Buildings
"Bristol, City of",25/01/2016,456,House/Houses,Minerva Primary Academy School House,Minerva Primary Academy School House 2 The Greenway Hillfields Park Bristol BS16 4EZ,2,The Greenway,Bristol,BS16 4EZ,Hillfields,364314,174940,Freehold,,Building,116.9,0.015194,,Land and Buildings
"Bristol, City of",25/01/2016,461,Primary School,Our Lady Of The Rosary Catholic Primary School - School Buildings,Our Lady Of The Rosary Catholic Primary School - School Buildings Broadlands Drive Lawrence Weston Bristol BS11 0PA,,Broadlands Drive,Bristol,BS11 0PA,Kingsweston,354127,177986,Education Acts Agt,,Building,1655,0.964361,Yes,Land and Buildings
"Bristol, City of",25/01/2016,462,House/Houses,Our Lady Of The Rosary RC VA School House,Our Lady Of The Rosary RC VA School House 50 Broadlands Drive Lawrence Weston Bristol BS11 0PF,50,Broadlands Drive,Bristol,BS11 0PF,Kingsweston,354191,178045,Freehold,,Building,85.2,0.039922,Yes,Land and Buildings
"Bristol, City of",25/01/2016,471,Library,Clifton Library,Clifton Library Princess Victoria Street Clifton Bristol BS8 4BX,,Princess Victoria Street,Bristol,BS8 4BX,Clifton,357043,173025,Leasehold,,Building,402,0.032017,Yes,Land and Buildings
"Bristol, City of",25/01/2016,472,Primary School,Christ Church C Of E VC Primary School - School Buildings ,Christ Church C Of E VC Primary School - School Buildings  Royal Park Bristol BS8 3AW,,Royal Park,Bristol,BS8 3AW,Clifton East,357264,173294,Education Acts Agt,,Building,,0.748131,,Land and Buildings
"Bristol, City of",25/01/2016,479,Secondary School,Cotham School,Cotham School Cotham Lawn Road Cotham Bristol BS6 6DT,,Cotham Lawn Road,Bristol,BS6 6DT,Cotham,358340,173987,Freehold Reversion,,Building,9841.8,3.024974,,Land and Buildings
"Bristol, City of",25/01/2016,494,Primary School,St Peter And St Paul RC VA School,St Peter And St Paul RC VA School Aberdeen Road Redland Bristol BS6 6HY,,Aberdeen Road,Bristol,BS6 6HY,Cotham,358080,173990,Education Acts Agt,,Building,1087,0.565579,Yes,Land and Buildings
"Bristol, City of",25/01/2016,499,Primary School,Cabot Primary School,Cabot Primary School Halston Drive St Pauls Bristol BS2 9JE,,Halston Drive,Bristol,BS2 9JE,Ashley,359758,173932,Freehold,,Building,1770.3,0.849506,Yes,Land and Buildings
"Bristol, City of",25/01/2016,500,Nursery School,St James And St Agnes Nursery School - Former,St James And St Agnes Nursery School - Former Halston Drive St Pauls Bristol BS2 9JE,,Halston Drive,Bristol,BS2 9JE,Ashley,359726,173977,Freehold,,Building,,0.025653,Yes,Land and Buildings
"Bristol, City of",25/01/2016,501,Sports Building/Hall/Facility,St Pauls Community Sports Academy,St Pauls Community Sports Academy Newfoundland Road St Pauls Bristol BS2 9NH,,Newfoundland Road,Bristol,BS2 9NH,Ashley,359813,173908,Freehold,,Building,2541,0.902259,,Land and Buildings
"Bristol, City of",25/01/2016,502,House/Houses,Cabot Primary School Bungalow,Cabot Primary School Bungalow Halston Drive St Pauls Bristol BS2 9JE,,Halston Drive,Bristol,BS2 9JE,Ashley,359758,173932,Freehold,,Building,84,0.042686,Yes,Land and Buildings
"Bristol, City of",25/01/2016,242,Special School,Claremont Special School (Primary),Claremont Special School (Primary) Henleaze Park Henleaze Bristol BS9 4LR,,Henleaze Park,Bristol,BS9 4LR,Henleaze,358169,176341,Freehold,,Building,2542.2,0.698316,Yes,Land and Buildings
"Bristol, City of",25/01/2016,243,Primary School,Henleaze Junior School ,Henleaze Junior School  Park Grove  Henleaze  Bristol  BS9 4LG,,Park Grove,Bristol,BS9 4LG,Henleaze,358080,176843,Freehold,,Building,1889.3,0.940175,,Land and Buildings
"Bristol, City of",25/01/2016,246,House Service Occupancy,Henleaze Junior School House ,Henleaze Junior School House  50 Park Grove  Henleaze  Bristol  BS9 4LG,50,Park Grove,Bristol,BS9 4LG,Henleaze,358054,176424,Freehold,,Building,79.8,0.084117,Yes,Land and Buildings
"Bristol, City of",25/01/2016,341,Childrens Homes,22 Briar Way,22 Briar Way Fishponds Bristol BS16 4EA,22,Briar Way,Bristol,BS16 4EA,Hillfields,363867,175537,Freehold,,Building,187,0.087167,Yes,Land and Buildings
"Bristol, City of",25/01/2016,342,Special School,Briarwood Special School,Briarwood Special School Briar Way Fishponds Bristol BS16 4EA,,Briar Way,Bristol,BS16 4EA,Hillfields,363825,175467,Freehold,,Building,3507.3,0.876326,Yes,Land and Buildings
"Bristol, City of",25/01/2016,347,Primary School,Fishponds CE Academy,Fishponds CE Academy Fishponds Road Fishponds Bristol BS16 3UH,,Fishponds Road,Bristol,BS16 3UH,Frome Vale,363107,175787,Education Acts Agt,,Building,,0.846857,,Land and Buildings
"Bristol, City of",25/01/2016,352,Church/Religious Building,St Josephs RC Church Hall,St Josephs RC Church Hall Forest Road Fishponds Bristol BS16 3QT,,Forest Road,Bristol,BS16 3QT,Hillfields,363558,175086,Education Acts Agt,,Building,,0,Yes,Land and Buildings
"Bristol, City of",25/01/2016,354,Primary School,Chester Park Junior School,Chester Park Junior School Lodge Causeway Fishponds Bristol BS16 3QG,,Ridgeway Road,Bristol,BS16 3QG,Hillfields,363214,175182,Freehold,,Building,1062.9,0.279682,Yes,Land and Buildings
"Bristol, City of",25/01/2016,270,Store/Depot/Warehouse,Dovercourt Road Depot,Dovercourt Road Depot Dovercourt Road Horfield Bristol BS7 9SH,,Dovercourt Road,Bristol,BS7 9SH,Lockleaze,360182,176434,Freehold,,Building,1258.7,3.924741,Yes,Land and Buildings
"Bristol, City of",25/01/2016,273,House/Houses,Begbrook Primary School House,Begbrook Primary School House 55 Begbrook Drive Stapleton Bristol BS16 1HG,55,Begbrook Drive,Bristol,BS16 1HG,Frome Vale,362767,176671,Freehold,,Building,,0.0304,,Land and Buildings
"Bristol, City of",25/01/2016,275,Primary School,Begbrook Primary Academy,Begbrook Primary Academy Begbrook Drive Stapleton Bristol BS16 1HG,,Begbrook Drive,Bristol,BS16 1HG,Frome Vale,362829,176617,Freehold,,Building,,1.780961,,Land and Buildings
"Bristol, City of",25/01/2016,281,Community Centre/Facilities,Oldbury Court Community Centre,,,,,BS16 ,Frome Vale,,,Freehold,Vacant,Building,533.2,0.1627,,Surplus
"Bristol, City of",25/01/2016,282,Nursery School,Little Hayes And Hillfields Early Years And Family Centre,Little Hayes And Hillfields Early Years And Family Centre Symington Road Fishponds Bristol BS16 2LL,,Symington Road,Bristol,BS16 2LL,Frome Vale,363854,176282,Freehold,,Building,308.8,0.2647,Yes,Land and Buildings
"Bristol, City of",25/01/2016,289,Library,Henleaze Library,Henleaze Library Northumbria Drive Henleaze Bristol BS9 4HP,,Northumbria Drive,Bristol,BS9 4HP,Henleaze,357612,175941,Freehold,,Building,398.6,0.0901,Yes,Land and Buildings
"Bristol, City of",25/01/2016,290,Primary School,Westbury Park Primary Academy,Westbury Park Primary Academy Bayswater Avenue Westbury Park Bristol BS6 7NU,,Bayswater Avenue,Bristol,BS6 7NU,Henleaze,357631,175471,Freehold,,Building,,0.567337,,Land and Buildings
"Bristol, City of",25/01/2016,123923,Offices,Parkview Office Campus - Ground Floor (Pt)/2nd Floor (Pt),Parkview Office Campus - Ground Floor (Pt)/2nd Floor (Pt) Whitchurch Lane Whitchurch Bristol BS14 0TJ,,Whitchurch Lane,Bristol,BS14 0TJ,Whitchurch Park,359123,168105,Leasehold,,Building,6018.3,0.709951,Yes,Land and Buildings
"Bristol, City of",25/01/2016,440,Community Centre/Facilities,Harry Crook Youth Activities Centre,Harry Crook Youth Activities Centre Moorlands Road Fishponds Bristol BS16 3LF,,Moorlands Road,Bristol,BS16 3LF,Hillfields,363018,174997,Freehold,,Building,298,0.156544,,Land and Buildings
"Bristol, City of",25/01/2016,444,Secondary School,Bristol Brunel Academy PFI,Bristol Brunel Academy PFI Speedwell Road Speedwell Bristol BS15 1NU,,Speedwell Road,Bristol,BS15 1NU,Hillfields,363302,174472,Freehold,,Building,,7.615285,,Land and Buildings
"Bristol, City of",25/01/2016,447,House Service Occupancy,Bristol Brunel Academy - School House,Bristol Brunel Academy - School House Duncombe Lane Speedwell Bristol BS15 1NR,,Duncombe Lane,Bristol,BS15 1NR,Hillfields,363546,174434,Freehold,,Building,,0.04453,Yes,Land and Buildings
"Bristol, City of",25/01/2016,453,Nursery School,Speedwell Nursery School And Children's Centre,Speedwell Nursery School And Children's Centre Speedwell Road Speedwell Bristol BS5 7SY,,Speedwell Road,Bristol,BS5 7SY,St George West,363140,174276,Freehold,,Building,441.2,0.22978,Yes,Land and Buildings
"Bristol, City of",25/01/2016,455,Primary School,Minerva Primary Academy,Minerva Primary Academy The Greenway Hillfields Park Bristol BS16 4HA,,The Greenway,Bristol,BS16 4HA,Hillfields,364291,175013,Freehold,,Building,,0.83115,,Land and Buildings
"Bristol, City of",25/01/2016,355,Primary School,Chester Park Infant School,Chester Park Infant School Lodge Causeway Fishponds Bristol BS16 3QG,,Ridgeway Road,Bristol,BS16 3QG,Hillfields,363218,175199,Freehold,,Building,1035,0.217751,Yes,Land and Buildings
"Bristol, City of",25/01/2016,356,House Service Occupancy,Chester Park Infant/Junior School House,Chester Park Infant/Junior School House 298 Ridgeway Road Fishponds Bristol BS16 3LA,298,Ridgeway Road,Bristol,BS16 3LA,Hillfields,363143,175185,Freehold,,Building,80.7,0.0255,Yes,Land and Buildings
"Bristol, City of",25/01/2016,359,Library,Hillfields Library,Hillfields Library Summerleaze Hillfields Bristol BS16 4HL,,Summerleaze,Bristol,BS16 4HL,Hillfields,364225,175198,Freehold,,Building,239.9,0.0897,Yes,Land and Buildings
"Bristol, City of",25/01/2016,363,Primary School,St Johns Church Of England School,St Johns Church Of England School Worrall Road Clifton Bristol,,Worrall Road,Bristol,BS8 2UH,Clifton East,357307,174613,Mixed Title,,Building,2910,0.594777,Yes,Land and Buildings
"Bristol, City of",25/01/2016,367,Library,Redland Library,Redland Library Whiteladies Road Redland Bristol BS8 2PY,,Whiteladies Road,Bristol,BS8 2PY,Clifton East,357665,174215,Freehold,,Building,292,0.052866,Yes,Land and Buildings
"Bristol, City of",25/01/2016,369,Primary School,Colstons Primary School,Colstons Primary School Cotham Grove Cotham Bristol BS6 6AL,18,Cotham Grove,Bristol,BS6 6AL,Cotham,358523,174331,Freehold,,Building,,0.469088,,Land and Buildings
"Bristol, City of",25/01/2016,372,House/Houses,Colstons Primary School House,Colstons Primary School House 18 Cotham Grove Cotham Bristol BS6 6AL,18,Cotham Grove,Bristol,BS6 6AL,Cotham,358514,174340,Freehold,,Building,,0,,Land and Buildings
"Bristol, City of",25/01/2016,375,Library,Cheltenham Road Library,Cheltenham Road Library Cheltenham Road Cotham Bristol BS6 5QX,,Cheltenham Road,Bristol,BS6 5QX,Cotham,358959,174485,Freehold,,Building,938.1,0.139023,Yes,Land and Buildings
"Bristol, City of",25/01/2016,376,Library,The Bindery Service,The Bindery Service Cheltenham Road Library Cheltenham Road Bristol BS6 5QX,,Cheltenham Road,Bristol,BS6 5QX,Cotham,358958,174488,Freehold,,Building,,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,224,Youth Club/Centre,Sea Mills Youth Club,Sea Mills Youth Club Woodleaze Sea Mills Bristol BS9 2HX,,Bluebell Close,Bristol,BS9 2HX,Kingsweston,354857,176551,Freehold,,Building,,0.154926,,Land and Buildings
"Bristol, City of",25/01/2016,226,House/Houses,Sea Mills Primary School House,Sea Mills Primary School House Riverleaze Sea Mills Bristol BS9 2HL,,Riverleaze,Bristol,BS9 2HL,Kingsweston,354950,176246,Freehold,,Building,,0.034576,Yes,Land and Buildings
"Bristol, City of",25/01/2016,141,House Service Occupancy,Oasis Academy Brightstowe School House,Oasis Academy Brightstowe School House Penpole Lane Shirehampton Bristol BS11 0EA,,Penpole Lane,Bristol,BS11 0EA,Avonmouth,353354,177167,Freehold,,Building,,0.042037,Yes,Land and Buildings
"Bristol, City of",25/01/2016,144,Special School,Kingsweston Special School,Kingsweston Special School Napier Miles Road Kingsweston Bristol BS11 0UT,,Napier Miles Road,Bristol,BS11 0UT,Kingsweston,354402,177556,Freehold,,Building,3051.1,1.731265,Yes,Land and Buildings
"Bristol, City of",25/01/2016,145,House/Houses,Kingsweston Special School - Lodge,,,,,BS11 ,Kingsweston,,,Freehold,Vacant,Building,,0.00442,,Surplus
"Bristol, City of",25/01/2016,146,Special School,Kingsweston Special School - Lodge,,,,,BS11 ,Kingsweston,,,Freehold,Vacant,Building,,0.004247,Yes,Land and Buildings
"Bristol, City of",25/01/2016,149,E P Home/Dwellings,Coombe EPH (PwD),,,,,BS9 ,Westbury-on-Trym,,,Freehold,Vacant,Building,1117.3,0.239062,,Surplus
"Bristol, City of",25/01/2016,150,Library,Sea Mills Library,Sea Mills Library Sylvan Way Sea Mills Bristol BS9 2NA,,Sylvan Way,Bristol,BS9 2NA,Kingsweston,355020,177143,Freehold,,Building,234.4,0.095,Yes,Land and Buildings
"Bristol, City of",25/01/2016,155,Library,Westbury Library,Westbury Library Falcondale Road Westbury-on-Trym Bristol BS9 3JZ,,Falcondale Road,Bristol,BS9 3JZ,Westbury-on-Trym,356896,177271,Freehold,,Building,251.5,0.0735,Yes,Land and Buildings
"Bristol, City of",25/01/2016,87915,Land-Garden,Henshaw Walk - Land At Rear Of 3-9,Henshaw Walk - Land At Rear Of 3-9 Henshaw Walk Speedwell Bristol,5,Henshaw Walk,Bristol,BS15 1QG,Hillfields,364378,174739,Freehold,,Land,,0.026354,,Surplus
"Bristol, City of",25/01/2016,124348,Sports Building/Hall/Facility,Netham Sports And Community Pavilion,Netham Sports And Community Pavilion Netham Park Avonvale Road Bristol BS5 9RN,,Avonvale Road,Bristol,BS5 9RN,Easton,361427,172963,Freehold,,Building,,0.073519,Yes,Land and Buildings
"Bristol, City of",25/01/2016,138448,House/Houses,75 Station Road,,,,,BS10 ,Henbury,,,Freehold,Vacant,Building,,0.113361,Yes,Land and Buildings
"Bristol, City of",25/01/2016,260,Primary School,Site Of Former Romney Avenue Junior School,Site Of Former Romney Avenue Junior School Romney Avenue Lockleaze Bristol BS7 9SX,,Romney Avenue,Bristol,BS7 9BY,Lockleaze,360752,176492,Freehold,,Land,,1.671106,Yes,Land and Buildings
"Bristol, City of",25/01/2016,262,House/Houses,Stoke Park Primary School House,Stoke Park Primary School House 177 Romney Avenue Lockleaze Bristol BS7 9SU,,Romney Avenue,Bristol,BS7 9SU,Lockleaze,360842,176562,Freehold,,Building,97,0.051892,Yes,Land and Buildings
"Bristol, City of",25/01/2016,265,Day Centre,Lockleaze Day Centre,,,,,BS7 ,Lockleaze,,,Freehold,Vacant,Building,1561.3,0.598609,,Surplus
"Bristol, City of",25/01/2016,181,E P Home/Dwellings,St Peters Elderly Persons Home,,,,,BS10 ,Horfield,,,Freehold,Vacant,Building,1207,0.3353,,Surplus
"Bristol, City of",25/01/2016,182,Childrens Homes,45 Bishopthorpe Road,45 Bishopthorpe Road Westbury-on-Trym Bristol BS10 5AB,45,Bishopthorpe Road,Bristol,BS10 5AB,Horfield,358929,177094,Freehold,,Building,189.2,0.105318,Yes,Land and Buildings
"Bristol, City of",25/01/2016,183,Day Centre,148 Rodbourne Road,148 Rodbourne Road Horfield Bristol BS10 5AN,148,Rodbourne Road,Bristol,BS10 5AN,Horfield,359302,177020,Freehold,,Building,211.4,0.0926,Yes,Land and Buildings
"Bristol, City of",25/01/2016,184,Primary School,Upper Horfield Primary School,Upper Horfield Primary School Sheridan Road Horfield Bristol BS7 0PU,,Sheridan Road,Bristol,BS7 0PU,Horfield,360042,177960,Freehold,,Building,2363.7,0.524366,Yes,Land and Buildings
"Bristol, City of",25/01/2016,185,Offices,Bristol Education Centre,Bristol Education Centre Sheridan Road Horfield Bristol BS7 0PU,,Sheridan Road,Bristol,BS7 0PU,Horfield,360009,177967,Freehold,,Building,1806.3,0.682713,Yes,Surplus
"Bristol, City of",25/01/2016,88059,Community Centre/Facilities,St Pauls Community Centre,St Pauls Community Centre Part Of Malcom X Complex City Road St Pauls Bristol,,City Road,Bristol,BS2 8YH,Ashley,359472,174149,Freehold,,Building,,0.120903,,Land and Buildings
"Bristol, City of",25/01/2016,87896,Store/Depot/Warehouse,King Street - Warehouse At Rear Of 17,King Street - Warehouse At Rear Of 17 City Centre Bristol BS1 4EF,17,King Street,Bristol,BS1 4EF,Cabot,358777,172688,Freehold,,Building,,0.007435,,Investment Properties
"Bristol, City of",25/01/2016,189,Library,Horfield Library,Horfield Library Filton Avenue Horfield Bristol BS7 0BD,,Filton Avenue,Bristol,BS7 0BD,Lockleaze,360251,177472,Freehold,,Building,270,0.076712,Yes,Land and Buildings
"Bristol, City of",25/01/2016,191,Nursery School,Filton Avenue Nursery School And Childrens Centre,Filton Avenue Nursery School And Childrens Centre Blakeney Road Horfield Bristol BS7 0DL,,Blakeney Road,Bristol,BS7 0DL,Lockleaze,360148,177014,Freehold,,Building,840.4,0.338736,Yes,Land and Buildings
"Bristol, City of",25/01/2016,195,House/Houses,Filton Avenue Junior School House,Filton Avenue Junior School House 17 Lockleaze Road Horfield Bristol BS7 9RP,17,Lockleaze Road,Bristol,BS7 9RP,Lockleaze,360029,177014,Freehold,,Building,114.7,0.032735,Yes,Land and Buildings
"Bristol, City of",25/01/2016,201,Community Centre/Facilities,Former Lockleaze School Site,Former Lockleaze School Site Hogarth Walk Lockleaze Bristol BS7 9XT,,Hogarth Walk,Bristol,BS7 9XS,Lockleaze,361178,177519,Freehold,,Building,787,4.006054,,Surplus
"Bristol, City of",25/01/2016,202,Offices,Romney House Bungalow,Romney House Bungalow 325 Romney Avenue Romney Avenue Bristol BS7 9SU,,Romney Avenue,Bristol,BS7 9SU,Lockleaze,360842,176562,Freehold,,Building,83.2,0,Yes,Land and Buildings
"Bristol, City of",25/01/2016,204,Offices,Romney House,Romney House P O Box 1380 Romney Avenue Lockleaze Bristol BS7 9SU,,Romney Avenue,Bristol,BS7 9TB,Lockleaze,361212,177431,Freehold,,Building,4272,0.914892,Yes,Surplus
"Bristol, City of",25/01/2016,208,House/Houses,Frome Vale Academy School House,Frome Vale Academy School House Frenchay Road Downend Bristol BS16 2QS,,Frenchay Road,Bristol,BS16 2QS,Frome Vale,364246,176933,Freehold,,Building,91.6,0.039036,,Land and Buildings
"Bristol, City of",25/01/2016,212,Primary School,Shirehampton Primary School,Shirehampton Primary School St Marys Walk Bristol BS11 9RR,,St Marys Walk,Bristol,BS11 9RR,Avonmouth,352735,176863,Freehold,,Building,2456.1,1.031835,Yes,Land and Buildings
"Bristol, City of",25/01/2016,219,Primary School,St Bernards RC VA Primary School,St Bernards RC VA Primary School Station Road Shirehampton Bristol BS11 9TU,,Station Road,Bristol,BS11 9TU,Avonmouth,353155,176700,Education Acts Agt,,Building,1015.7,0,Yes,Land and Buildings
"Bristol, City of",25/01/2016,221,Library,Shirehampton Library,Shirehampton Library Station Road Shirehampton Bristol BS11 9TU,,Station Road,Bristol,BS11 9TU,Avonmouth,353201,176657,Freehold,,Building,130.6,0.038375,Yes,Land and Buildings
"Bristol, City of",25/01/2016,222,Community Centre/Facilities,Shirehampton Public Hall,Shirehampton Public Hall 32 Station Road Shirehampton Bristol BS11 9TU,32,Station Road,Bristol,BS11 9TX,Avonmouth,353201,176656,Freehold,,Building,527,0.101228,,Land and Buildings
"Bristol, City of",25/01/2016,127644,Club/Cinema/Theatre,The Watershed,The Watershed 1 Canons Road Harbouside Bristol BS1 5TX,,Canons Road,Bristol,BS1 5UH,Cabot,358534,172702,Leasehold,,Building,,0.333445,,Investment Properties
"Bristol, City of",25/01/2016,44,Refuse Treatment Works,Avonmouth Refuse Disposal Works,Avonmouth Refuse Disposal Works Kings Weston Lane Avonmouth Bristol BS11 0YS,,Kings Weston Lane,Bristol,BS11 0YS,Avonmouth,353286,179876,Freehold,,Building,1058.4,3.363599,Yes,Land and Buildings
"Bristol, City of",25/01/2016,45,Civic Amenity Site,Civic Amenity Site,Civic Amenity Site Avonmouth Refuse Disposal Works Kings Weston Lane Avonmouth Bristol BS11 0YS,,Kings Weston Lane,Bristol,BS11 0YS,Avonmouth,353286,179876,Freehold,,Building,,0.127113,Yes,Land and Buildings
"Bristol, City of",25/01/2016,50,Primary School,Henbury Court Primary Academy,Henbury Court Primary Academy Trevelyan Walk Henbury Bristol BS10 7NY,,Trevelyan Walk,Bristol,BS10 7NY,Henbury,356517,179139,Freehold,,Building,3067.8,3.874448,,Land and Buildings
"Bristol, City of",25/01/2016,85768,Land-Farm/Agriculture,Cafe And Play Area,Cafe And Play Area St Werburghs City Farm Watercress Road St Werburghs Bristol BS2 9YJ,,Watercress Road,Bristol,BS2 9YJ,Ashley,359932,175199,Freehold,,Land,,0,,Land and Buildings
"Bristol, City of",25/01/2016,8280,Day Centre,Beechwood Club,Beechwood Club Beechwood Road Fishponds Bristol BS16 3TR,,Beechwood Road,Bristol,BS16 3TP,Frome Vale,363443,175852,Freehold,,Building,234,0.085983,,Land and Buildings
"Bristol, City of",25/01/2016,85663,Community Centre/Facilities,Gatehouse Tenants Centre,Gatehouse Tenants Centre Gatehouse Way Bristol BS13 9AN,,Gatehouse Way,Bristol,BS13 9AN,Hartcliffe,357416,168287,Freehold,,Building,801.63,0.058548,,Land and Buildings
"Bristol, City of",25/01/2016,1150,Community Centre/Facilities,St Michaels On The Mount CE VC School - Memorial Parish Hall,St Michaels On The Mount CE VC School - Memorial Parish Hall Park Lane Bristol BS2 8BE,,Park Lane,Bristol,BS2 8BE,Cabot,358468,173287,Leasehold,,Building,308,0.031261,Yes,Land and Buildings
"Bristol, City of",25/01/2016,87519,Shop/Kiosk,1-49 Filwood Broadway And Barnstaple Court,1-49 Filwood Broadway And Barnstaple Court Knowle Bristol BS4 1JL,49,Filwood Broadway,Bristol,BS4 1JL,Filwood,359408,169651,Freehold Reversion,,Building,,0.5861,,Land and Buildings
"Bristol, City of",25/01/2016,9092,Offices,St Annes House,St Annes House St Annes Road St Annes Park Bristol BS4 4AB,,St Annes Road,Bristol,BS4 4AB,Brislington East,362040,172779,Freehold,,Building,2409.9,0.480104,Yes,Land and Buildings
"Bristol, City of",25/01/2016,85271,Industrial/Workshop,Castle Works,Castle Works Princess Street Bedminster Bristol BS3 4AH,,Princess Street,Bristol,BS3 4AG,Southville,359347,171805,Freehold,,Building,,0.2856,,Investment Properties
"Bristol, City of",25/01/2016,121146,Primary School,Horfield Church Of England VC Primary School,Horfield Church Of England VC Primary School Bishop Manor Road Westbury-on-Trym Bristol BS10 5BD,,Bishop Manor Road,Bristol,BS10 5BD,Horfield,358794,177379,Mixed Title,,Building,,1.501031,Yes,Land and Buildings
